"en.wikipedia.org",27
"en.wikipedia.org > en.wikipedia.org/wiki/Posner_cueing_task",15
"en.wikipedia.org > en.wikipedia.org/wiki/List_of_neuroscience_databases",12
"open-ephys.org",27
"brc-electronics.nl",20
"openeeg.sourceforge.net",19
"openeeg.sourceforge.net > openeeg.sourceforge.net/doc/SimpleEEG/",10
"openeeg.sourceforge.net > openeeg.sourceforge.net/doc/index.html",9
"neurosynth.org",17
"neuralensemble.org",17
"neuralensemble.org > neuralensemble.org/OpenElectrophy/",8
"neuralensemble.org > neuralensemble.org",4
"neuralensemble.org > neuralensemble.org/brian/",2
"neuralensemble.org > neuralensemble.org/sumatra/",1
"neuralensemble.org > neuralensemble.org/libNeuroML/",1
"neuralensemble.org > neuralensemble.org/neo/",1
"potterlab.gatech.edu",15
"potterlab.gatech.edu > potterlab.gatech.edu/main/newman/wiki/index.php?title=Cyclops_Driver_R2",14
"potterlab.gatech.edu > potterlab.gatech.edu/main/newman/wiki/index.php?title=Cyclops_Driver_R3",1
"backyardbrains.com",15
"backyardbrains.com > backyardbrains.com",14
"backyardbrains.com > backyardbrains.com",1
"www.instructables.com",12
"www.instructables.com > instructables.com/id/10-Smartphone-to-digital-microscope-conversion/%20how%20to%20use%20a%20smartphone%20for%20big%20amplifications",10
"www.instructables.com > instructables.com/id/Analogue-Function-Generator/",1
"www.instructables.com > instructables.com/id/Build-a-Human-Enhancement-Device-Basic-tDCS-Suppl/?ALLSTEPS",1
"oasis-brains.org",12
"openfmri.org",11
"beagleboard.org",11
"beagleboard.org > beagleboard.org",4
"beagleboard.org > beagleboard.org/#&slider1=1",3
"beagleboard.org > beagleboard.org/bone",3
"beagleboard.org > beagleboard.org/project",1
"southampton.ac.uk/mediacentre/features/raspberry_pi_supercomputer.shtml",11
"www.nature.com",11
"www.nature.com > nature.com/news/journal-offers-flat-fee-for-all-you-can-publish-1.10811",5
"www.nature.com > nature.com/news/2008/080903/full/455022a.html",3
"www.nature.com > nature.com/nmeth/journal/v9/n7/full/nmeth.2089.html",2
"www.nature.com > nature.com/news/specials/scipublishing/index.html?WT.ec_id=NATURE-20130328",1
"arduino.cc",10
"openstaxcollege.org",10
"raspberrypi.org",10
"openpcr.org",9
"arduino.cc",9
"arduino.cc > arduino.cc",7
"arduino.cc > arduino.cc/en/Tutorial/DueSimpleWaveformGenerator",2
"www.olimex.com",8
"www.olimex.com > olimex.com/Products/EEG/OpenEEG/EEG-SMT/open-source-hardware",6
"www.olimex.com > olimex.com/Products/EEG/OpenEEG/",2
"www.youtube.com",7
"www.youtube.com > youtube.com/watch?v=9E779EfPLI4",6
"www.youtube.com > youtube.com/watch?v=z6b4zlh0IrE",1
"blender.org",6
"de.linkedin.com/pub/andr%C3%A9-maia-chagas/10/a04/112",6
"openbiotech.com",6
"fritzing.org",6
"codecademy.com/#!/exercises/0",6
"edx.org",6
"www.frontiersin.org",5
"www.frontiersin.org > frontiersin.org/news/Nature_Publishing_Group_and_Frontiers_form_alliance_to_further_open_science/266",3
"www.frontiersin.org > frontiersin.org",1
"www.frontiersin.org > frontiersin.org/about/PublishingFees",1
"code.org",5
"www.guardian.co.uk",5
"www.guardian.co.uk > guardian.co.uk/science/blog/2013/jan/23/open-access-publish-paywalls-victims-perpetrators",2
"www.guardian.co.uk > ",2
"www.guardian.co.uk > guardian.co.uk/science/blog/2013/jan/17/open-access-publishing-science-paywall-immoral",1
"matplotlib.org",5
"openoptogenetics.org/index.php?title=Main_Page",5
"gimp.org",5
"peerj.com",5
"leaflabs.com/devices/",5
"benkrasnow.blogspot.de",4
"benkrasnow.blogspot.de > benkrasnow.blogspot.de/2011/04/diy-scanning-electron-microscope-image.html",2
"benkrasnow.blogspot.de > benkrasnow.blogspot.de/2011/03/diy-scanning-electron-microscope_26.html",1
"benkrasnow.blogspot.de > benkrasnow.blogspot.de/2011/05/diy-scanning-electron-microscope-image.html",1
"www.omgubuntu.co.uk",4
"www.omgubuntu.co.uk > omgubuntu.co.uk/2013/02/motivation-community-and-the-cost-of-disagreeing",3
"www.omgubuntu.co.uk > omgubuntu.co.uk/2012/05/ubuntu-to-ship-on-5-of-all-pcs-sold-next-year",1
"khanacademy.org",4
"trendinafrica.org/our-mission/",4
"sine.ni.com/nips/cds/view/p/lang/en/nid/14129",4
"rsb.info.nih.gov",4
"rsb.info.nih.gov > rsb.info.nih.gov/ij/",2
"rsb.info.nih.gov > rsb.info.nih.gov/ij/plugins/index.html",2
"python.org",3
"thingiverse.com/thing:151406",3
"rstudio.com",3
"linux.com/community/blogs/133-general-linux/748871-building-a-compute-cluster-with-the-beaglebone-black",3
"springeropen.com",3
"numpy.org",3
"openwetware.org/wiki/Main_Page",3
"inkscape.org",3
"tindie.com/products/CopabX/openfuge/",3
"ubuntu.com",3
"biomedcentral.com",3
"doaj.org",3
"elifesciences.org",3
"libreoffice.org/#0",2
"psychopy.org/overview.html",2
"ted.com/talks/william_kamkwamba_how_i_harnessed_the_wind.html",2
"www.gnu.org",2
"www.gnu.org > gnu.org/software/octave/",1
"www.gnu.org > gnu.org",1
"creativecommons.org/licenses/by-sa/3.0/deed.en_US",2
"psychtoolbox.org",2
"psychtoolbox.org > psychtoolbox.org/HomePage",1
"psychtoolbox.org > psychtoolbox.org/PsychtoolboxForum",1
"wpzoom.com",2
"plos.org",2
"nitinol.com/nitinol-university/open-stent-design/introducing-open-stent-design",2
"en.opensuse.org/Main_Page",2
"nytimes.com/2013/04/08/health/for-scientists-an-exploding-world-of-pseudo-academia.html?_r=0",2
"wordpress.com/?ref=footer",2
"r-project.org",2
"wileyopenaccess.com/view/index.html",2
"sourceforge.net/projects/free-cad/",2
"scipy.org",2
"micro-manager.org/wiki/Micro-Manager%20Project%20Overview",2
"free-cad.sourceforge.net",2
"gravatar.com/2d1ecd53600a9cc3190a82583140b741",1
"sparkfun.com/static/about",1
"WordPress.com Media posner_sketch_bb.png",1
"bollier.org/blog/did-commercial-journals-use-nyt-smear-open-access-0",1
"people.ece.cornell.edu/land/courses/ece4760/FinalProjects/s2012/pmd68_mab448/pmd68_mab448/index.html",1
"cran.r-project.org/web/packages/available_packages_by_name.html",1
"emckiernan.wordpress.com/2012/10/19/publishing-open-access-in-neuroscience/",1
"tangentaudio.com/mechanical/microscope-camera-output/",1
"blogs.nature.com/news/2012/11/uk-research-funders-announce-grants-for-open-access-publishing.html",1
"linuxmint.com",1
"debian.org",1
"Google+",1
"hackteria.org/wiki/index.php/Main_Page",1
"shop.fritzing.org/products/fritzing-starter-kit-with-arduino-uno",1
"opencv.org",1